,Symbol,Price,Market_Cap,Weight,Ideal_Alloc,Num_Stocks,Port_Alloc,Port_Weight,Final_Diff
51,UL,60.53,159148125519.0,0.004213518141524792,421.3518141524792,7.0,423.71000000000004,0.004236399299555854,-2.358185847520815
52,DHR,223.23,158577561958.0,0.004198412214845942,419.84122148459414,2.0,446.46,0.004463861677278578,-26.618778515405836
53,LLY,165.5,158314254469.0,0.004191441030748845,419.1441030748845,3.0,496.5,0.0049641789248058375,-77.35589692511547
54,MCD,210.22,156637231897.0,0.004147041104530267,414.7041104530267,2.0,420.44,0.0042037047072414225,-5.735889546973283
55,MDT,116.02,156165234483.0,0.00413454476088716,413.45447608871604,4.0,464.08,0.0046400325386181124,-50.62552391128395
56,SAP,129.24,154267310233.0,0.004084296363474147,408.4296363474147,3.0,387.72,0.0038765588171716403,20.709636347414687
57,TXN,162.22,148908572329.0,0.0039424213693418095,394.24213693418096,2.0,324.44,0.003243863464982892,69.80213693418096
58,HON,207.95,145915555456.0,0.0038631799026192268,386.31799026192266,2.0,415.9,0.004158312215159612,-29.582009738077318
59,NEE,74.22,145402481483.0,0.003849596038617501,384.9596038617501,5.0,371.1,0.003710386302105632,13.859603861750088
60,UPS,163.8,141588389615.0,0.0037486162424254206,374.86162424254206,2.0,327.6,0.0032754582392072354,47.26162424254204
61,BBL,55.07,139263494921.0,0.0036870636106343902,368.70636106343903,7.0,385.49,0.0038542625049816765,-16.783638936560976
62,BMY,61.38,138703548175.0,0.0036722387689036777,367.22387689036776,6.0,368.28000000000003,0.003682190965614288,-1.0561231096322672
63,BUD,69.77,137547302867.0,0.003641626654777776,364.1626654777776,5.0,348.84999999999997,0.0034879230975196703,15.312665477777614
64,UNP,203.01,136802118284.0,0.003621897558069815,362.1897558069815,2.0,406.02,0.004059528553977172,-43.83024419301847
65,LIN,258.81,135838160198.0,0.0035963763345569083,359.63763345569083,1.0,258.81,0.002587671999051357,100.82763345569083
66,JD,86.33,133800881410.0,0.003542438463126831,354.2438463126831,4.0,345.32,0.0034526289351741223,8.92384631268311
67,SHOP,1092.4,133176689556.0,0.00352591270329118,352.591270329118,0.0,0.0,0.0,352.591270329118
68,AZN,50.52,132596356301.0,0.0035105481195733487,351.0548119573349,7.0,353.64000000000004,0.003535815176169862,-2.585188042665152
69,CHTR,647.03,132575914494.0,0.0035100069135468297,351.000691354683,1.0,647.03,0.00646922998935976,-296.029308645317
70,AMGN,226.66,131954337596.0,0.003493550385846395,349.3550385846395,2.0,453.32,0.004532450332714969,-103.9649614153605
71,HDB,70.0,128511995080.0,0.0034024128208062308,340.2412820806231,5.0,350.0,0.0034994211957342257,-9.75871791937692
72,PM,81.5,126921248866.0,0.0033602970999368027,336.0297099936803,4.0,326.0,0.003259460885169593,10.029709993680285
73,C,60.14,125209055035.0,0.0033149659988308457,331.49659988308457,6.0,360.84000000000003,0.003607803269339252,-29.34340011691546
74,SNE,100.07,123636363715.0,0.0032733282893936243,327.33282893936246,3.0,300.21,0.003001603534775348,27.122828939362478
75,MS,68.33,123622516286.0,0.003272961672488055,327.2961672488055,5.0,341.65,0.0034159350043502803,-14.353832751194489
76,WFC,29.7,122794340259.0,0.003251035340005277,325.1035340005277,11.0,326.7,0.0032664597275610615,-1.5964659994722865
77,SNY,48.75,122495971748.0,0.0032431358995949145,324.3135899594914,7.0,341.25,0.0034119356658408703,-16.936410040508576
78,SBUX,103.1,121008470000.0,0.00320375362235911,320.37536223591104,3.0,309.29999999999995,0.0030924885024017027,11.075362235911086
79,LOW,160.38,120605760000.0,0.003193091694138216,319.3091694138216,2.0,320.76,0.003207069550696315,-1.4508305861783697
80,RY,81.87,116506392052.0,0.00308455908553001,308.455908553001,4.0,327.48,0.0032742584376544122,-19.024091446999023
81,BA,202.72,114441457946.0,0.003029889027128062,302.9889027128062,2.0,405.44,0.004053729513138527,-102.45109728719382
82,TOT,42.38,111405419280.0,0.002949508539102556,294.9508539102556,7.0,296.66,0.00296610940550433,-1.7091460897444222
83,AMD,92.3,111136056413.0,0.002942377036151727,294.2377036151727,3.0,276.9,0.0027685420831394486,17.3377036151727
84,IBM,123.94,110437618957.0,0.0029238855906384394,292.38855906384396,2.0,247.88,0.002478390074281714,44.50855906384396
85,CHL,26.86,109994294112.0,0.002912148366144563,291.21483661445626,11.0,295.46,0.002954111389976098,-4.245163385543719
86,BLK,710.82,108407660750.0,0.002870141534880079,287.01415348800793,0.0,0.0,0.0,287.01415348800793
87,HSBC,25.74,104856253908.0,0.002776116442797447,277.6116442797447,11.0,283.14,0.0028309317638862534,-5.528355720255263
88,RTX,68.43,103925765031.0,0.002751481331633298,275.1481331633298,4.0,273.72,0.0027367473419896353,1.4281331633297896
89,ZM,359.98,102956818579.0,0.002725828038888856,272.5828038888856,1.0,359.98,0.003599204691544019,-87.3971961111144
90,NOW,526.83,102784533000.0,0.002721266700762678,272.12667007626777,1.0,526.83,0.005267428767281893,-254.70332992373227
91,TD,56.26,102146099048.0,0.0027043638749823253,270.43638749823253,5.0,281.3,0.002812534806742965,-10.863612501767477
92,INTU,371.7,101862832409.0,0.002696864263419682,269.68642634196823,1.0,371.7,0.0037163853098697475,-102.01357365803176
93,SE,196.06,100220788948.0,0.0026533904248838354,265.33904248838354,1.0,196.06,0.001960275770387578,69.27904248838354
94,SQ,221.16,99729182688.0,0.002640374928231003,264.0374928231003,1.0,221.16,0.0022112342618530894,42.87749282310031
95,SCHW,52.76,99140133174.0,0.0026247795776392106,262.47795776392104,5.0,263.8,0.0026375637469562537,-1.3220422360789712
96,MMM,171.87,99138376172.0,0.002624733060221694,262.4733060221694,2.0,343.74,0.003436831548061951,-81.26669397783058
97,CAT,182.15,98954496248.0,0.0026198647566013436,261.9864756601344,1.0,182.15,0.0018211987737228265,79.83647566013437
98,AMT,219.6,97549253856.0,0.002582660332781568,258.2660332781568,1.0,219.6,0.0021956368416663884,38.66603327815679
99,RIO,77.39,96497501537.0,0.0025548147174967797,255.48147174967798,3.0,232.17000000000002,0.002321316054324615,23.311471749677963
100,LMT,344.64,96424670566.0,0.0025528864848105787,255.28864848105786,1.0,344.64,0.0034458300597081243,-89.35135151894212
101,AXP,118.04,95046038296.0,0.0025163865759288808,251.63865759288808,2.0,236.08,0.002360409588254103,15.558657592888068
102,GSK,37.74,94678917196.0,0.0025066668798285215,250.66668798285215,7.0,264.18,0.0026413631185401936,-13.513312017147854
103,ISRG,800.0,94044387200.0,0.002489867413037639,248.9867413037639,0.0,0.0,0.0,248.9867413037639
104,DEO,159.79,93429194784.0,0.0024735799173672295,247.35799173672297,2.0,319.58,0.0031952715020935538,-72.22200826327702
105,EL,254.99,92205823164.0,0.002441190603965727,244.1190603965727,1.0,254.99,0.0025494783162864866,-10.870939603427303
106,GE,10.47,91715870310.0,0.0024282188819797564,242.82188819797562,23.0,240.81,0.0024077017661278824,2.0118881979756225
107,CVS,69.99,91610855725.0,0.0024254385736501467,242.54385736501467,4.0,279.96,0.002799137022736439,-37.416142634985306
108,GS,265.0,91177964085.0,0.0024139775729471466,241.39775729471467,1.0,265.0,0.002649561762484485,-23.602242705285335
109,UBER,51.14,90199100532.0,0.0023880617204971566,238.80617204971566,5.0,255.7,0.00255657714214069,-16.893827950284333
110,SYK,239.02,89821482836.0,0.0023780641223007087,237.80641223007086,1.0,239.02,0.0023898047262982704,-1.2135877699291484
111,VALE,17.4,89260450600.0,0.0023632105417344456,236.32105417344457,14.0,243.59999999999997,0.0024355971522310206,-7.2789458265554
112,TGT,177.63,88952333036.0,0.002355052990764853,235.50529907648527,1.0,177.63,0.0017760062485664872,57.87529907648528
113,BKNG,2164.08,88629705961.0,0.002346511293971212,234.6511293971212,0.0,0.0,0.0,234.6511293971212
114,FIS,139.91,86815389566.0,0.0022984764520912445,229.84764520912444,2.0,279.82,0.002797737254258146,-49.972354790875556
115,BTI,37.7,86492958989.0,0.0022899399576704563,228.99399576704565,6.0,226.20000000000002,0.0022616259270716627,2.7939957670456295
116,DE,267.64,83868018867.0,0.002220443488337911,222.04434883379108,1.0,267.64,0.0026759573966465946,-45.59565116620891
117,NIO,53.49,83385893708.0,0.0022076790080946956,220.76790080946955,4.0,213.96,0.0021392461686837,6.807900809469544
118,ABNB,139.15,82988921824.0,0.002197168999073511,219.71689990735112,2.0,278.3,0.002782539767922386,-58.58310009264889
119,MDLZ,57.92,82835027233.0,0.002193094570619224,219.30945706192242,4.0,231.68,0.002316416864650587,-12.370542938077591
120,MU,74.05,82707089309.0,0.0021897073565882385,218.97073565882386,3.0,222.14999999999998,0.0022211326246638803,-3.179264341176122
121,MELI,1640.0,81786352280.0,0.002165330429982201,216.53304299822008,0.0,0.0,0.0,216.53304299822008
122,TJX,66.81,80214169537.0,0.0021237061853496,212.37061853496002,3.0,200.43,0.0020039685436028885,11.94061853496001
123,SPGI,333.25,80179558431.0,0.002122789840764619,212.27898407646188,1.0,333.25,0.003331948895652659,-120.97101592353812
124,AMAT,86.87,79429079698.0,0.002102920579056309,210.29205790563088,2.0,173.74,0.0017371126815624697,36.552057905630875
125,ANTM,318.58,79232219080.0,0.002097708605729009,209.7708605729009,1.0,318.58,0.003185273155820027,-108.8091394270991
126,SNOW,278.24,78769744000.0,0.0020854643701577235,208.54643701577234,1.0,278.24,0.002781939867145974,-69.69356298422767
127,CNI,109.58,77823716000.0,0.002060417853729137,206.0417853729137,2.0,219.16,0.0021912375693060367,-13.118214627086303
128,ZTS,163.59,77749062510.0,0.002058441369033402,205.84413690334023,1.0,163.59,0.001635629466886177,42.254136903340225
129,MO,40.84,75897838699.0,0.002009429386729282,200.9429386729282,5.0,204.20000000000002,0.0020416623090540828,-3.257061327071824
130,GILD,60.11,75349577036.0,0.001994913912822068,199.4913912822068,3.0,180.32999999999998,0.0018030017835050083,19.161391282206807
131,FISV,111.92,74831994944.0,0.0019812106943439467,198.12106943439466,2.0,223.84,0.00223802982986614,-25.718930565605348
132,CI,205.72,74319904842.0,0.00196765287876908,196.765287876908,1.0,205.72,0.002056859795389843,-8.954712123092008
133,BIDU,216.8,73945198752.0,0.0019577323666499077,195.77323666499078,1.0,216.8,0.002167641472100515,-21.026763335009235
134,SNAP,49.59,73888140136.0,0.0019562217141501546,195.62217141501546,4.0,198.36,0.0019832719668166888,-2.7378285849845554
135,INFY,17.25,73186269175.0,0.0019376393650490345,193.76393650490346,11.0,189.75,0.0018971862054016266,4.013936504903455
136,PBR,11.19,72982306050.0,0.0019322393496571662,193.2239349657166,17.0,190.23,0.0019019854116129192,2.993934965716619
137,BDX,250.7,72916497374.0,0.0019304970353867877,193.04970353867876,1.0,250.7,0.0025065854107730583,-57.65029646132123
138,ADP,168.96,72452413271.0,0.0019182102002085104,191.82102002085105,1.0,168.96,0.0016893205863750137,22.861020020851043
139,CL,84.33,72285047518.0,0.0019137791166865667,191.37791166865668,2.0,168.66,0.0016863210824929558,22.717911668656683
140,PLD,96.04,70994976920.0,0.0018796239178691494,187.96239178691494,2.0,192.08,0.0019204823522189433,-4.117608213085077
141,BP,20.83,70486644749.0,0.001866165595206257,186.6165595206257,9.0,187.46999999999997,0.0018743899758979863,-0.8534404793742567
142,ATVI,89.9,69479860932.0,0.0018395105412199841,183.95105412199842,2.0,179.8,0.0017977026599800396,4.151054121998413
143,USB,46.12,69476935042.0,0.0018394330769673898,183.94330769673897,4.0,184.48,0.0018444949205401427,-0.5366923032610202
144,LRCX,478.02,68839287344.0,0.0018225510676150162,182.25510676150162,0.0,0.0,0.0,182.25510676150162
145,BEKE,57.51,67791602029.0,0.001794813128088769,179.48131280887688,3.0,172.53,0.0017250146825715028,6.951312808876878
146,CB,149.73,67583707660.0,0.0017893090312453676,178.93090312453677,1.0,149.73,0.0014970523875351017,29.20090312453678
147,CSX,87.99,67292548554.0,0.0017816004630721617,178.16004630721616,2.0,175.98,0.0017595089772151687,2.1800463072161733
148,FDX,253.19,67113223188.0,0.0017768527434216003,177.68527434216003,1.0,253.19,0.002531481292994139,-75.50472565783997
149,CCI,155.0,66851166130.0,0.0017699146650471504,176.99146650471505,1.0,155.0,0.0015497436723965858,21.99146650471505
150,NTES,96.74,66312183123.0,0.0017556448477272038,175.56448477272036,2.0,193.48,0.00193448003700188,-17.915515227279627
151,DUK,89.71,66022842418.0,0.0017479844225376307,174.79844225376306,2.0,179.42,0.0017939032883960992,-4.621557746236931
152,SHW,723.47,65708805356.0,0.0017396701501983679,173.9670150198368,0.0,0.0,0.0,173.9670150198368
153,ADSK,296.84,65271970387.0,0.001728104748088029,172.8104748088029,1.0,296.84,0.0029679091078335645,-124.02952519119708
154,ENB,31.97,64746253444.0,0.0017141861557740216,171.41861557740216,5.0,159.85,0.0015982356518231885,11.56861557740217
155,CME,179.3,64367014042.0,0.0017041456221824573,170.41456221824572,1.0,179.3,0.0017927034868432763,-8.885437781754291
156,ITW,203.13,64294760617.0,0.0017022326802861453,170.2232680286145,1.0,203.13,0.002030964078541409,-32.90673197138548
157,BNS,52.96,64171155360.0,0.0016989601755610102,169.89601755610101,3.0,158.88,0.001588537255937868,11.01601755610102
158,TFC,47.18,63604222149.0,0.001683950364029826,168.3950364029826,4.0,188.72,0.0018868879087398946,-20.324963597017387
159,ICE,113.3,63593451368.0,0.0016836652027626489,168.36652027626488,2.0,226.6,0.002265625265581073,-58.233479723735115
160,PNC,149.15,63195010862.0,0.0016731163113140413,167.3116311314041,1.0,149.15,0.0014912533466964566,18.161631131404107
161,SO,59.36,62698524704.0,0.0016599716171687168,165.9971617168717,3.0,178.07999999999998,0.0017805055043895739,-12.082838283128297
162,BSBR,8.37,62447508073.0,0.0016533258390604684,165.33258390604684,20.0,167.39999999999998,0.0016737231661883123,-2.067416093953142
163,GPN,207.22,62028668261.0,0.0016422368668184161,164.22368668184163,1.0,207.22,0.002071857314800132,-42.99631331815837
164,EQIX,692.56,61708287896.0,0.001633754652681658,163.37546526816578,0.0,0.0,0.0,163.37546526816578
165,LFC,10.89,61560538380.0,0.0016298429178494864,162.98429178494862,15.0,163.35000000000002,0.001633229863780531,-0.3657082150513986
166,ECL,214.31,61173757169.0,0.0016196027114754887,161.96027114754887,1.0,214.31,0.002142745589879434,-52.349728852451136
167,D,73.89,60280872930.0,0.001595963200001262,159.5963200001262,2.0,147.78,0.0014775556123017254,11.816320000126211
168,VRTX,229.43,59660494020.0,0.0015795383895714824,157.95383895714824,1.0,229.43,0.0022939205855351526,-71.47616104285177
169,BAM,39.45,59555128917.0,0.0015767488011203062,157.67488011203062,4.0,157.8,0.0015777390419624596,-0.12511988796939022
170,NSC,233.44,59290337303.0,0.0015697383241468942,156.9738324146894,1.0,233.44,0.002334013954091993,-76.46616758531059
171,APD,268.2,59285358697.0,0.001569606513315745,156.9606513315745,1.0,268.2,0.0026815564705597694,-111.23934866842549
172,SPOT,311.0,58961296693.0,0.0015610268261319969,156.10268261319968,1.0,311.0,0.0031094856910666977,-154.89731738680032
173,VMW,138.68,58214808880.0,0.001541263225824137,154.12632258241368,1.0,138.68,0.0013865706612126356,15.446322582413671
174,ABB,28.27,58201966528.0,0.0015409232187838064,154.09232187838063,6.0,169.62,0.0016959194949155412,-15.527678121619374
175,GM,40.51,57982270876.0,0.0015351066776696882,153.51066776696882,4.0,162.04,0.001620132030162211,-8.52933223303117
176,TEAM,231.56,57705209099.0,0.0015277713426168527,152.77713426168526,1.0,231.56,0.0023152170630977636,-78.78286573831474
177,MMC,113.51,57571201487.0,0.0015242234308684543,152.42234308684544,1.0,113.51,0.0011349122855079771,38.91234308684544
178,ITUB,5.89,57500871117.0,0.0015223614027174552,152.2361402717455,26.0,153.14,0.0015311467483278265,-0.9038597282544742
179,PGR,97.13,56850189000.0,0.0015051343012646144,150.51343012646143,2.0,194.26,0.0019422787470952305,-43.74656987353856
180,RACE,227.01,56320003272.0,0.0014910973958595372,149.10973958595372,1.0,227.01,0.0022697245875532186,-77.90026041404627
181,MUFG,4.38,56257763128.0,0.0014894495600774953,148.94495600774954,34.0,148.92,0.0014889537270535453,0.024956007749551645
182,TAK,17.99,56249550175.0,0.0014892321184560616,148.92321184560618,8.0,143.92,0.0014389619956859136,5.003211845606188
183,PTR,30.65,56095929696.0,0.0014851649472401559,148.5164947240156,5.0,153.25,0.0015322465664179147,-4.733505275984413
184,EW,88.92,55419236435.0,0.0014672491890609578,146.72491890609578,2.0,177.84,0.0017781059012839278,-31.115081093904223
185,HCA,163.64,55371635908.0,0.0014659889437177809,146.5988943717781,1.0,163.64,0.0016361293841998534,-17.041105628221885
186,MCO,292.0,54837600000.0,0.0014518501030669998,145.18501030669998,1.0,292.0,0.002919517111869697,-146.81498969330002
187,EQNR,16.87,54764156794.0,0.001449905661184046,144.9905661184046,9.0,151.83,0.0015180489147095073,-6.839433881595426
188,WDAY,228.08,54739200000.0,0.0014492449188477452,144.9244918847745,1.0,228.08,0.002280422818065892,-83.1555081152255
189,HUM,412.19,54549822688.0,0.0014442310694096634,144.42310694096633,0.0,0.0,0.0,144.42310694096633
190,DELL,72.49,54353319361.0,0.001439028555522149,143.9028555522149,2.0,144.98,0.0014495602427358515,-1.0771444477850878
191,SNP,44.86,54312544627.0,0.0014379490261160403,143.79490261160404,3.0,134.57999999999998,0.0013455774414911773,9.21490261160406
192,ADI,146.02,53952184952.0,0.0014284083417810231,142.8408341781023,1.0,146.02,0.0014599585228603192,-3.1791658218976977
193,WBK,14.9,53794474260.0,0.0014242328803378715,142.42328803378714,10.0,149.0,0.0014897535947554275,-6.576711966212855
194,TWLO,334.59,53695584383.0,0.0014216147264048996,142.16147264048996,0.0,0.0,0.0,142.16147264048996
195,ILMN,367.76,53692960000.0,0.0014215452446856224,142.15452446856224,0.0,0.0,0.0,142.15452446856224
196,SAN,3.07,53149457030.0,0.0014071557593140578,140.7155759314058,46.0,141.22,0.0014119664607473925,-0.5044240685942043
197,SCCO,67.27,52004638806.0,0.0013768461823721898,137.68461823721898,2.0,134.54,0.0013451775076402364,3.1446182372189924
198,DD,70.32,51604304224.0,0.0013662471444103172,136.62471444103173,2.0,140.64,0.0014061674199087471,-4.015285558968259
199,REGN,482.86,51524186635.0,0.0013641259952380863,136.41259952380864,0.0,0.0,0.0,136.41259952380864
200,DG,209.71,51379139368.0,0.0013602858036625334,136.02858036625332,1.0,209.71,0.002096753197021213,-73.68141963374669
201,UBS,14.29,51271719531.0,0.0013574418152053455,135.74418152053454,10.0,142.89999999999998,0.0014287636824869166,-7.155818479465438
202,NEM,63.15,50732061047.0,0.001343154114328276,134.3154114328276,2.0,126.3,0.0012627911343463792,8.015411432827605
203,PHG,55.7,50657590400.0,0.001341182470483133,134.1182470483133,2.0,111.4,0.0011138157748708365,22.718247048313287
204,BSX,35.27,49950130859.0,0.0013224521612151018,132.24521612151017,4.0,141.08,0.0014105666922690988,-8.834783878489844
205,IBN,14.44,49843989083.0,0.0013196420099972274,131.96420099972275,9.0,129.96,0.0012993850817074857,2.004200999722741
206,AMX,14.75,49322200972.0,0.001305827435275969,130.5827435275969,9.0,132.75,0.0013272804678106241,-2.1672564724030963
207,NOC,294.76,49141202854.0,0.0013010354287645016,130.10354287645018,0.0,0.0,0.0,130.10354287645018
208,PUK,37.47,48888780349.0,0.0012943524295103278,129.4352429510328,4.0,149.88,0.0014985521394761307,-20.444757048967205
209,WM,114.83,48527869257.0,0.0012847971461624386,128.47971461624385,1.0,114.83,0.0011481101025890318,13.649714616243855
210,BMO,75.05,48522986556.0,0.0012846678744592623,128.46678744592623,2.0,150.1,0.0015007517756563066,-21.633212554073765
211,RELX,24.91,48128776328.0,0.0012742309815217182,127.42309815217182,5.0,124.55,0.001245294028367708,2.8730981521718206
212,HMC,27.76,47930687659.0,0.0012689864949923285,126.89864949923286,5.0,138.8,0.0013877704627654587,-11.901350500767151
213,MNST,90.6,47829258184.0,0.0012663011040610556,126.63011040610556,1.0,90.6,0.0009058501723814881,36.030110406105564
214,AMOV,14.25,47650261956.0,0.0012615620984869531,126.15620984869531,9.0,128.25,0.0012822879095797555,-2.093790151304688
215,ETN,118.75,47333750000.0,0.0012531823022168657,125.31823022168658,1.0,118.75,0.0011873036199812551,6.568230221686576
216,ABEV,2.99,47047521484.0,0.0012456042736296315,124.56042736296315,42.0,125.58000000000001,0.0012555923250294402,-1.019572637036859
217,EMR,78.01,46764546812.0,0.0012381123920245185,123.81123920245184,2.0,156.02,0.0015599419855955826,-32.208760797548166
218,AON,204.55,46763473983.0,0.0012380839883946327,123.80839883946327,1.0,204.55,0.002045161730249817,-80.74160116053675
219,LULU,356.4,46452479238.0,0.0012298502627651094,122.98502627651094,0.0,0.0,0.0,122.98502627651094
220,CP,344.83,46379291204.0,0.0012279125766755253,122.79125766755253,0.0,0.0,0.0,122.79125766755253
221,VOD,16.93,45429992525.0,0.0012027794675506273,120.27794675506273,7.0,118.50999999999999,0.0011849040168756088,1.767946755062738
222,KMB,133.4,45374237781.0,0.0012013033356480117,120.13033356480116,1.0,133.4,0.0013337793928884165,-13.269666435198843
223,NXPI,162.04,45330624212.0,0.0012001486468095545,120.01486468095545,1.0,162.04,0.001620132030162211,-42.02513531904454
224,COF,97.84,44751731383.0,0.0011848221990173756,118.48221990173757,1.0,97.84,0.000978238199401819,20.642219901737562
225,KDP,31.59,44455131557.0,0.0011769695853372044,117.69695853372045,4.0,126.36,0.0012633910351227907,-8.663041466279552
